defect_id	test_id	reason
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_carry.py::test_the_shared_key_spreads_a_stage_s_inputs_rather_than_nesting_them	The test does not run the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_cli.py::test_run_check_accepts_an_explicit_repo_independent_of_cwd	This test is about explicit repo selection, not path-absence filtering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_cli.py::test_run_check_rejects_a_revision_missing_from_the_given_repo	This test is about an invalid revision, not path-absence filtering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_determinism.py::test_canonical_json_is_sorted_and_stable	Path-absence prefiltering is unrelated to this JSON stability check.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_a_provider_reporting_no_stop_reason_records_none	No path-absence prefiltering is exercised.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_a_response_that_fails_validation_is_not_left_in_the_store	It does not test path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_a_transcript_records_which_determinism_controls_actually_applied	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_a_transcript_records_why_the_model_stopped_generating	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_record_mode_validates_and_persists_a_transcript	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_recorded_transcripts_are_byte_identical_for_the_same_call	No path-absence prefilter is involved.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_request_key_distinguishes_call_parameters	The test is unrelated to path-absence filtering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_request_key_distinguishes_prompt_and_schema	The path-absence prefilter is not involved.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_request_key_is_stable_across_clients	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_llm.py::test_transcripts_record_no_wall_clock_state	The test does not exercise any path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_mandate_coverage.py::test_the_report_states_the_same_coverage_the_result_carries	This test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_mandate_coverage_wiring.py::test_two_runs_over_identical_task_text_produce_byte_identical_review_state	Path-absence filtering is not asserted here.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_recommendation_omission.py::test_retrieval_returns_the_not_obtained_record_rather_than_nothing	This test does not involve path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_recommendation_omission.py::test_the_not_obtained_record_survives_persistence	The test does not involve path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_recommendation_omission.py::test_the_report_renders_that_differently_from_a_criterion_owed_no_test	Path-absence filtering is unrelated to the report text this test checks.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_recommendation_omission.py::test_the_report_says_the_prescription_was_not_obtained	This test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_recommendation_omission.py::test_two_runs_over_the_same_inputs_render_the_same_report	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_boundary_obligation_renders_as_not_applicable_not_as_a_missing_test	The test does not cover path-absence prefiltering or import following.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_boundary_with_nothing_examined_does_not_claim_non_violation	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_carried_forward_obligation_says_so_and_names_the_revision	The test does not involve the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_first_review_renders_no_changes_section	This test does not cover path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_fresh_obligation_carries_no_such_label	The test does not use the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_recommendation_sits_under_its_own_obligation_and_no_other	It does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_respected_boundary_is_one_claim_over_the_examined_set_not_a_listing	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_review_with_gaps_closes_by_pointing_at_the_retrieval_command	No path-absence prefilter logic is exercised here.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_a_review_with_no_obligations_does_not_advertise_retrieval	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_empty_review_renders_the_full_shell	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_every_test_evidence_line_shows_a_tier	This test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_multi_word_verdict_renders_as_the_16_headline	This test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_open_questions_and_recommendations_are_numbered	No path-absence prefilter is involved in this report-rendering test.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_report_renders_each_obligation_with_both_axes_numbered	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_status_is_stated_in_words_not_symbols	The test does not involve path-absence filtering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_test_citations_name_the_test_not_just_the_file	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_the_report_states_what_closed_since_the_prior_review	This test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_the_two_axes_render_independently_for_the_same_obligation	This test does not exercise any path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_tier_label_comes_from_the_recorded_tier_not_a_hardcoded_string	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_report.py::test_unclassified_obligation_renders_as_unclassified	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_rerun.py::test_a_prior_review_of_a_different_task_is_not_used	It does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_rerun.py::test_a_rerun_still_reports_a_gap_in_code_the_new_work_never_touched	This test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_rerun.py::test_a_review_predating_task_recording_is_not_used	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_rerun.py::test_a_stale_prior_verdict_is_replaced_rather_than_surviving	This fixture does not test path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_rerun.py::test_archetype_9_rerun_flips_the_weak_obligation_and_updates_the_verdict	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_rerun.py::test_nothing_from_a_non_selected_ancestor_review_reaches_the_rerun	The test is unrelated to path-absence prefiltering and imports.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_review_state.py::test_review_evidence_tier_summary_is_derived_not_stored	No path-absence prefilter logic is exercised.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_review_state.py::test_review_round_trips_empty	The test does not run the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_review_state.py::test_review_round_trips_populated	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_review_store.py::test_rerun_over_the_same_head_overwrites_in_place	It does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_review_store.py::test_review_round_trips_through_the_store	No path-absence prefilter is exercised.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_review_store.py::test_stored_form_is_canonical	No path-absence prefilter runs here.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_stage_attribution.py::test_a_real_review_run_attributes_every_call_it_made	This test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_stage_attribution.py::test_the_breakdown_never_reaches_review_state	This test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_stage_attribution.py::test_the_breakdown_never_reaches_the_rendered_report	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_stage_attribution.py::test_two_runs_whose_calls_cost_different_amounts_still_agree_byte_for_byte	The test does not assert anything about path-absence filtering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_supplied_ids.py::test_the_schema_name_is_preserved_so_the_request_key_stays_meaningful	This test does not involve path-absence filtering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_unevidenceable_obligations.py::test_a_config_only_change_produces_a_report	The test does not exercise the path-absence prefilter or import-following logic.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_unevidenceable_obligations.py::test_it_survives_persistence	The test does not exercise path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_unevidenceable_obligations.py::test_the_report_renders_that_differently_from_a_missing_test	Path-absence filtering behavior is unrelated to the report text this test checks.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_unevidenceable_obligations.py::test_the_report_says_test_evidence_is_not_required_and_why	The test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_usage.py::test_naming_the_stage_does_not_change_the_request_key	This test does not exercise the path-absence prefilter.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-follows-first-party-imports	tests/test_usage.py::test_recording_usage_fields_does_not_change_the_request_key	The test is unrelated to path-absence prefiltering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/benchmark/test_case.py::test_benchmark_case_round_trips_with_reviewer_output_and_score	It does not inspect defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/benchmark/test_coverage.py::test_cli_and_benchmark_share_one_pipeline	It does not inspect defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/benchmark/test_coverage.py::test_neither_the_pipeline_nor_the_cli_writes_into_the_reviewed_repo	It makes no assertions about name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/benchmark/test_fixtures.py::test_head_content_wins_when_the_replacement_has_matching_metadata	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/benchmark/test_scoring.py::test_empty_review_yields_an_all_miss_score	It does not resolve defect definitions or names.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/benchmark/test_scoring.py::test_metrics_are_none_when_their_ground_truth_is_empty	It never checks defect-definition resolution behavior.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_enumeration.py::test_the_enumerated_sets_survive_a_round_trip_through_persisted_state	The test does not resolve defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_enumeration.py::test_the_report_says_when_a_set_was_reused_rather_than_produced_again	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_enumeration.py::test_the_review_reports_the_recorded_ways_of_failing	The test only checks that defect ids and types are present in the report.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_enumeration.py::test_two_runs_over_the_same_input_agree_byte_for_byte	No name-resolution behavior is asserted here.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_a_continued_run_carries_verdicts_through_the_ledger	The test never checks defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_a_pair_the_judge_never_answers_is_recorded_not_read_as_surviving	The test does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_a_prefiltered_pair_is_named_in_the_report	It does not test defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_a_reasoned_empty_enumeration_is_not_strongly_supported	The test does not resolve defect definitions from repository files.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_a_verdict_is_produced_again_when_its_defect_changed	The test does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_a_verdict_is_produced_again_when_the_tests_source_changed	It does not inspect defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_a_verdict_is_reused_when_its_defect_and_its_test_are_both_unchanged	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_adding_one_test_judges_only_that_tests_pairs	It does not assert any name-resolution behavior.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_defect_text_ignores_the_defect_id	The test does not resolve defect definitions from files.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_every_offered_pair_comes_back_with_a_verdict	It does not inspect name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_judging_pairs_changes_no_verdict_rating_or_recommendation	It does not inspect name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_no_request_carries_more_judgements_than_the_limit	It does not test name resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_support_is_derived_with_its_denominator	The test does not resolve defect definitions from repository files.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_the_digest_is_per_test_not_per_file	It does not resolve defect definitions or imports.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_the_pipeline_really_judges_pairs	The test does not assert anything about name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_the_report_shows_implied_support_beside_the_current_rating	It does not assert anything about defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_the_verdicts_survive_a_round_trip_through_persisted_state	The test does not exercise prefilter name resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_two_runs_over_the_same_input_agree_byte_for_byte	It does not assert anything about defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_pair_mapping.py::test_which_pairs_share_a_request_does_not_change_what_carries	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_excludes_and_records_the_one_provable_shape	The assertions do not depend on resolving defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_judges_a_test_that_names_something_the_defects_file_defines	The test already names a definition directly, so resolving defect definitions is not what its assertion depends on.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_judges_a_test_that_reaches_the_defect_through_a_helper_module	The test does not depend on defect-definition resolution beyond the exercised path.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_judges_a_test_that_takes_a_fixture	The test does not assert anything about resolving defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_judges_when_the_defect_implicates_no_file	The defect has no implicated file, so no definition resolution is needed.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_judges_when_the_module_imports_dynamically	It does not assert anything about resolving defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_judges_when_the_module_imports_relatively	It does not assert anything about resolving defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/defects/test_reachability.py::test_pairs_are_formed_in_a_fixed_order	It never resolves defect definitions or names.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/evidence/test_mapping.py::test_archetype_1_mapping_accuracy_reports_a_real_number	It does not assert anything about defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/evidence/test_mapping.py::test_changing_the_batch_size_changes_every_request_key	It does not involve defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/evidence/test_rejudge.py::test_the_pipeline_carries_the_rating_and_leaves_the_criterion_out_of_the_request	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/evidence/test_rejudge.py::test_the_stored_key_is_computed_from_the_stored_digests	It does not involve defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/evidence/test_rejudge.py::test_two_runs_over_the_same_inputs_compute_the_same_key	It does not test name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/fixtures/archetypes/08-unrequested-change-separable/head/test_report.py::test_low_stock_report_filters_by_threshold	It does not inspect defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/prompts/test_corpus_mechanism.py::test_replay_needs_no_api_key	The test does not check name resolution against defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_carried_disposition_records_the_digest_it_came_from_not_a_run_id	The test does not exercise path-absence filtering.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_carried_entry_quoting_text_the_requirement_lost_is_rederived	It does not resolve defect definitions or imports.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_carried_merge_decision_still_merges	It does not involve defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_changed_model_invalidates_every_carried_entry	It makes no assertion about name resolution to defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_changed_prompt_invalidates_the_entries_derived_under_it	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_changed_response_schema_invalidates_the_entries_derived_under_it	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_changed_seed_invalidates_every_carried_entry	It makes no assertion about name resolution or defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_changed_stage_logic_version_invalidates_every_carried_entry	It does not depend on defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_fresh_run_prompt_is_unchanged_by_the_revision_block	It does not inspect defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_ledger_file_is_never_rewritten	The test never exercises defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_ledger_recording_a_different_task_produces_what_an_empty_ledger_does	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_merge_decision_is_asked_again_when_either_obligation_changed	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_merge_decision_is_keyed_by_content_not_by_pair_position	No defect-definition resolution is exercised.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_merge_decision_over_two_unchanged_obligations_is_not_asked_again	It does not inspect defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_new_requirement_is_derived_without_consulting_any_prior_obligation	It does not inspect defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_plan_with_no_prior_is_fresh	It does not involve defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_removed_requirement_is_reported_and_its_obligations_dropped	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_rerun_over_an_unchanged_task_file_issues_no_decompose_call	Resolving defect definitions would not affect this assertion.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_rerun_over_an_unchanged_task_file_returns_byte_identical_obligations	It never checks name resolution behavior.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_revised_requirement_records_that_it_was_revised_and_why	It does not involve defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_run_identifier_appears_in_no_rendered_report	It does not check any name-resolution behavior.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_run_identifier_appears_in_no_review_state	It makes no assertions about name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_run_records_the_run_it_continues_as_its_parent	It does not involve defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_a_tool_change_that_leaves_the_request_unaltered_carries_everything	It does not depend on defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_an_edited_requirements_persisting_obligations_keep_their_identifiers	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_an_unknown_continued_run_is_not_an_error	It never resolves defect definitions.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_carry_forward_re_asks_every_requirement_the_corpus_actually_changed	It never exercises defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_carry_forward_reads_only_the_run_it_was_told_to_continue	It does not assert any name-resolution behavior.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_carrying_forward_does_not_freeze_a_superseded_obligation_in_place	It does not depend on defect-definition name resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_editing_one_requirement_leaves_every_other_requirement_carried	It does not exercise defect-definition resolution.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_every_requirement_is_recorded_as_carried	It does not assert anything about name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_every_run_reports_an_identifier_for_itself	No defect-definition resolution is asserted.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_no_continued_run_carries_nothing	It makes no assertion about name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_the_alignment_helper_is_not_called_when_nothing_is_left_over	It makes no assertions about name resolution or defect lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_the_carry_key_reads_the_live_response_schema	It does not inspect name resolution or defect-definition lookup.
no-name-resolution-or-deep-reference-following-for-path-absence/prefilter-resolves-defect-definitions	tests/requirement/test_carry_forward.py::test_the_corpus_pairs_are_actually_loaded	It does not resolve defect definitions or names.
